
İlaç Adı,Barkod,ATC Kodu,ATC Adı
GYNO-CANESTEN 1 VAJINAL TABLET,8699546100354,G01AF02,clotrimazole
GYNO-FEM 600 MG VAJINAL YUMUSAK KAPSUL (2 KAPSUL),8681689328191,G01AF12,fenticonazole
"GYNOFERON DEPO 80/0,35 MG KAPLI TABLET (30 KAPLI TABLET)",8699828140023,B03AD03,ferrous sulfate
GYNOFLOR VAJINAL TABLET,8699514100089,G03CC06,estriol
GYNO-LOMEXIN % 2 30 GR KREM,8699559360011,G01AF12,fenticonazole
GYNO-LOMEXIN 600 MG 2 OVUL,8699559900019,G01AF12,fenticonazole
GYNOMAX 100 MG/150 MG 7 VAJINAL OVUL ,8699584900749,G01AF20,combinations of imidazole derivatives
GYNOMAX XL 200 MG/ 300 MG/ 100 MG 3 VAJINAL OVUL,8699584900756,G01AF20,combinations of imidazole derivatives
"GYNOTARDYFERON 80 MG/0,35 MG UZATILMIS SALIMLI KAPLI TABLET",8699749140027,B03AD03,ferrous sulfate
GYNO-TRAVOGEN 600 MG 1 OVUL,8699546904662,G01AF07,isoconazole
GYREX 100 MG FILM KAPLI TABLET (30 FILM KAPLI  TABLET),8699566096392,N05AH04,quetiapine
GYREX 200 MG FILM KAPLI TABLET (30 FILM KAPLI  TABLET) ,8699566096408,N05AH04,quetiapine
GYREX 200 MG FILM KAPLI TABLET (60 FILM KAPLI  TABLET) ,8699566096491,N05AH04,quetiapine
GYREX 25 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET),8699566096385,N05AH04,quetiapine
GYREX 300 MG FILM KAPLI TABLET (30 FILM KAPLI  TABLET),8699566096415,N05AH04,quetiapine
GYREX 300 MG FILM KAPLI TABLET (60 FILM KAPLI  TABLET),8699566096507,N05AH04,quetiapine
GYREX 400 MG FILM KAPLI TABLET (30 FILM KAPLI  TABLET),8699566096538,N05AH04,quetiapine
GYREX 400 MG FILM KAPLI TABLET (60 FILM KAPLI  TABLET),8699566096545,N05AH04,quetiapine
GYREX 50 MG FILM KAPLI TABLET (30 FILM KAPLI  TABLET) ,8699566096248,N05AH04,quetiapine
HAEMATE-P  500 IU IV ENJEKSIYON/INFUZYON ICIN TOZ VE COZUCU ,8681624980064,B02BD06,von Willebrand factor and coagulation factor vııı in combination
HAEMOCOMPLETTAN-P 1 G IV ENJEKSIYONLUK / INFUZYONLUK COZELTI TOZU,8681624980088,B02BB01,"fibrinogen, human"
"HAMAZINC KREM, 30 G",8699591350353,D11AX,Other dermatologicals
HAMETAN 30 GR POMAD,8699514385721,D11AX,Other dermatologicals
HAMETAN KREM,8699514355717,D11AX,Other dermatologicals
HARDCIS 20 MG 4 FILM TABLET,8699525099013,G04BE08,tadalafil
HARDCIS 5 MG 14 FILM KAPLI TABLET,8699525090348,G04BE08,tadalafil
HARDCIS 5 MG 28 FILM KAPLI TABLET,8699525090355,G04BE08,tadalafil
HARVONI 90 MG/400 MG 28 FILM KAPLI TABLET,8698760090120,J05AP51,sofosbuvir and ledipasvir
HAVRIX ADU. 1440 MCG 1 ENJEKTOR,8699522967346,J07BC02,"hepatitis a, inactivated, whole virus"
HCU EXPRESS 750 GR(30X25 GR) SASE,8690632760742,V06DE,"Amino acids/carbohydrates/minerals/vitamins, combinations"
HEACT 30 MG/3 ML SC ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR,8681735950383,B06AC02,icatibant
HEBERPROT-P 75 MG ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN 1 FLAKON,8680678450080,D03AX,Other cicatrizants
"HEDNAVIR 0,5 MG 30 FILM TABLET",8699717090316,J05AF10,entecavir
HEDNAVIR 1 MG 30 FILM TABLET,8699717090309,J05AF10,entecavir
"HEKSOBEN %0,15/0,12 GARGARA (200 ML)",8699642641171,A01AD11,various
"HEKSOBEN %0,15/0,12 ORAL SPREY, COZELTI (30 ML)",8699642511184,A01AD11,various
HELKORT %2 KREM (20G),8699680350172,D06AX01,fusidic acid
HELKORT PLUS %0.05 / %2 KREM (30 G),8699680350189,D07CC,"Corticosteroids, potent, combinations with antibiotics"
HELMADOL 400 MG FILM KAPLI TABLET (60 ADET),8680199092387,P02CA03,albendazole
HEMANGIOL 3.75 MG/ML ORAL COZELTI,8681349103038,C07AA05,propranolol
"HEMLIBRA 105 MG/ 0,7 ML SC ENJEKSIYONLUK COZELTI",8699505773506,B02BX06,emicizumab
HEMLIBRA 150 MG/ ML SC ENJEKSIYONLUK COZELTI,8699505773247,B02BX06,emicizumab
HEMLIBRA 30 MG/ 1 ML SC ENJEKSIYONLUK COZELTI,8699505773544,B02BX06,emicizumab
"HEMLIBRA 60 MG/ 0,4 ML SC ENJEKSIYONLUK COZELTI",8699505773551,B02BX06,emicizumab
HEMOFIL M   500 IU IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550097,B02BD02,coagulation factor vııı
HEMOFIL M 1000 IU IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550103,B02BD02,coagulation factor vııı
HEPAGAM B 1560 IU/5 ML IM/IV ENJEKSIYONLUK / INFUZYONLUK COZELTI (1 FLAKON),8699733980073,J06BB04,hepatitis B immunoglobulin
HEPAGAM B 312 IU/1 ML IM/IV ENJEKSIYONLUK / INFUZYONLUK COZELTI (1 FLAKON),8699733980059,J06BB04,hepatitis B immunoglobulin
"HEPAGARD 0,5 MG FILM KAPLI TABLET (30 TABLET)",8699536092980,J05AF10,entecavir
"HEPAGARD 0,5 MG FILM KAPLI TABLET (90 TABLET)",8699536092997,J05AF10,entecavir
HEPA-MERZ GRANUL 3 GR 30 POSET,8699708200519,A05BA,Liver therapy
HEPA-MERZ INFUZYON KONSANTRESI 10 MG/AMP 10 AMPUL,8699708760457,A05BA,Liver therapy
HEPA-ORNITAT 3 GR GRANUL (30 POSET),8699828200017,A05BA,Liver therapy
HEPA-ORNITAT 5G/10ML INFUZYON KONSANTRESI 10 AMPUL,8699828760221,A05BA,Liver therapy
HEPARGRIZOVIM IM 1 ML 6 AMPUL,8699525757678,B03BA51,"cyanocobalamin, combinations"
HEPARINUM 25000 IU/5 ML I.V. ENJEKSIYONLUK COZELTI ICEREN 1 FLAKON,8681697770029,B01AB01,heparin
HEPARX 25000 IU / 5 ML IV / SC ENJEKSIYONLUK / INFUZYONLUK COZELTI (1 ADET),8699814770050,B01AB01,heparin
HEPASELAMIN AMINOASIT SOL 500 ML SETLI SISE,8699788695335,B05BA01,amino acids
HEPASELAMIN AMINOASIT SOL 500 ML SETSIZ SISE,8699788690330,B05BA01,amino acids
HEPATAMINE %8 500 ML(SETLI),8699556696427,B05BA01,amino acids
HEPATAMINE %8 500 ML(SETSIZ),8699556696526,B05BA01,amino acids
HEPATECT CP 50 IU 10 ML FLAKON,8699535980516,J06BB04,hepatitis b immunoglobulin
HEPATITIS B IMMUNOGLOBULIN P BEHRING 200 IU/1 ML IM KULLANIMA HAZIR ENJEKTORDE ENJEKSIYONLUK COZELTI,8681624980095,J06BB04,hepatitis B immunoglobulin
"HEPATOVIR-B 0,5 MG 30 FILM TABLET",8699525099389,J05AF10,entecavir
HEPAZEC 200 MG FILM TABLET (12 TABLET),8699680091280,A07AA11,rifaximin
HEPAZEC 550 MG FILM TABLET (56 TABLET),8699680090825,A07AA11,rifaximin
HEPOTEC 140 MG 30 KAPSUL,8680199003208,A05BA03,silymarin
HERCEPTIN 150 MG 1 FLAKON,8699505792330,L01FD01,trastuzumab
HERPAZON %5 + %1 KREM (5 GR),8699680350103,D06BB53,"aciclovir, combinations"
HERZUMA 150 MG I.V. INFUZYONLUK COZELTI HAZIRLAMADA KULLANILACAK KONSANTRE ICIN TOZ (1 FLAKON) ,8680614140136,L01FD01,trastuzumab
HEXARIN 25000 IU / 5 ML IV / SC ENJEKSIYONLUK COZELTI (1 ADET),8681735770141,B01AB01,heparin
"HEXAXIM 0,5 ML IM ENJEKSIYONLUK SUSPANSIYON ICEREN KULLANIMA HAZIR SUSPANSIYON",8699625960527,J07CA09,diphtheria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus-hepatitis b
HEXINAT %0.15 + % 0.12 GARGARA (200 ML),8680530620132,A01AD11,various
HIBERIX 1 SIRINGA,8699522967360,J07AG01,"hemophilus influenzae b, purified antigen conjugated"
"HIBOR 10000 IU/0,4 ML KULLANIMA HAZIR 2 ENJEKTOR",8699769950071,B01AB12,bemiparin
"HIBOR 5000 IU/0,2 ML KULLANIMA HAZIR 2 ENJEKTOR",8699769950101,B01AB12,bemiparin
"HIBOR 7500 IU/0,3 ML KULLANIMA HAZIR 2 ENJEKTOR",8699769950064,B01AB12,bemiparin
"HIDRAX 50 MG/ML ORAL DAMLA, COZELTI",8681547590036,N05BB01,hydroxyzine 
HIERO 500 MG FILM KAPLI TABLET,8699738090487,V03AC02,deferiprone
HIOTIN 5 MG 30 TABLET ,8699828011071,A11HA05,biotin
HIPER-AMONEMIX 940 MG/G GRANUL (266 G),8699708200540,A16AX03,sodium phenylbutyrate
HIPERSAR 10 MG 28 FILM TABLET,8699832090079,C09CA08,olmesartan medoxomil
HIPERSAR 20 MG 28 FILM TABLET,8699832090093,C09CA08,olmesartan medoxomil
HIPERSAR 40 MG 28 FILM TABLET,8699832090116,C09CA08,olmesartan medoxomil
"HIPERSAR PLUS 20 MG/12,5 MG 28 FILM TABLET",8699832090178,C09DA08,olmesartan medoxomil and diuretics
HIPERSAR PLUS 20 MG/25 MG 28 FILM TABLET,8699832090185,C09DA08,olmesartan medoxomil and diuretics
"HIPERSAR PLUS 40 MG/12,5 MG 28 FILM TABLET",8699832090611,C09DA08,olmesartan medoxomil and diuretics
HIPERSAR PLUS 40 MG/25 MG 28 FILM TABLET,8699832090628,C09DA08,olmesartan medoxomil and diuretics
HIPNODEX 200 MCG/ 2 ML IV INFUZYON ICIN KONSANTRE COZELTI ICEREN FLAKON (5 FLAKON),8680400770516,N05CM18,dexmedetomidine
HIPOKORT %0.5 30 GR KREM,8699561350185,D07AA02,hydrocortisone
HIPOKORT %0.5 30 GR POMAD,8699561380205,D07AA02,hydrocortisone
HIPPURIN 1 GR 28 FILM TABLET,8699559090321,J01XX05,methenamine
"HIRONIL % 0,445 JEL (40 GR)",8699512008806,C05BA01,organo-heparinoid 
"HIRUDOID FORTE  %0,445 JEL (40 G)",8699527341523,C05BA01,organo-heparinoid
"HIRUDOID FORTE  %0,445 KREM (40 G)",8699527351546,C05BA01,organo-heparinoid
HITRIZIN 10 MG 10 FILM TABLET,8699525092366,R06AE07,cetirizine
HITRIZIN 10 MG 20 FILM TABLET,8699525092373,R06AE07,cetirizine
HITRIZIN 1MG/ML 200 ML SURUP,8699525577702,R06AE07,cetirizine
HITRIZIN 5 MG 150 ML SURUP,8699525572400,R06AE07,cetirizine
HIVENT 200 MG/245 MG 30 FİLM KAPLI TABLET,8699680090511,J05AR03,tenofovir disoproxil and emtricitabine
HIVERAC 245 MG 30 FILM KAPLI TABLET,8699680090528,J05AF07,tenofovir disoproxil
HIZENTRA 1 G/5 ML S.C. UYGULAMA ICIN ENJEKSIYONLUK COZELTI (1 FLAKON),8681624980200,J06BA01,"immunoglobulins,normal human,for extravascular adm."
HIZENTRA 10 G/50 ML S.C. UYGULAMA ICIN ENJEKSIYONLUK COZELTI (1 FLAKON),8681624980279,J06BA01,"immunoglobulins,normal human,for extravascular adm."
HIZENTRA 2 G/10 ML S.C. UYGULAMA ICIN ENJEKSIYONLUK COZELTI (1 FLAKON),8681624980217,J06BA01,"immunoglobulins,normal human,for extravascular adm."
HIZENTRA 4 G/20 ML S.C. UYGULAMA ICIN ENJEKSIYONLUK COZELTI (1 FLAKON),8681624980224,J06BA01,"immunoglobulins,normal human,for extravascular adm."
"HOLOXAN  0,5 G IV INFUZYONLUK COZELTI TOZU ICEREN FLAKON",8699586262890,L01AA06,ifosfamide
HOLOXAN  1 G IV INFUZYONLUK COZELTI TOZU ICEREN FLAKON,8699586262876,L01AA06,ifosfamide
HOLOXAN  2 G IV INFUZYONLUK COZELTI TOZU ICEREN FLAKON,8699586262883,L01AA06,ifosfamide
HOMOSISTINEX 1 G ORAL TOZ,8699708200557,A16AA06,betaine
HUMALOG 100 IU/ML 10 ML SOLUSYON ICEREN FLAKON,8699673774152,A10AB04,insulin lispro
HUMALOG 100/IU/ML 3 ML 5 KARTUS,8699673954226,A10AB04,insulin lispro
HUMALOG KWIKPEN 100IU/ML SC KULLANIMA HAZIR COZELTI ICEREN ENJEKSIYON KALEMI (5 ENJEKSIYON KALEMI),8699673954301,A10AB04,insulin lispro
HUMALOG KWIKPEN 200 U/ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR 5 KALEM,8699673954530,A10AB04,insulin lispro
HUMALOG MIX 25 100 IU/ML 3ML x5 KARTUS,8699673954196,A10AD04,insulin lispro
HUMALOG MIX 25 KWIKPEN 100IU/ML SC KULLANIMA HAZIR SUS.ICEREN ENJ.KALEMI (5 ENJEKSIYON KALEMI),8699673954271,A10AD04,insulin lispro
HUMALOG MIX 50 100IU/ML SUSPANSIYON ICEREN KARTUS(3 ML/5 KARTUS),8699673954202,A10AD04,insulin lispro
HUMALOG MIX 50 KWIKPEN 100IU/ML SC KULLANIMA HAZIR SUS.ICEREN ENJ.KALEMI (5 ENJEKSIYON KALEMI),8699673954288,A10AD04,insulin lispro
HUMAN ALBUMIN %20 100 ML INFUZYON ICEREN SOLUSYON,8699769980023,B05AA01,albumin
HUMAN ALBUMIN %20 50 ML INFUZYON ICEREN SOLUSYON,8699769980054,B05AA01,albumin
HUMAN ALBUMIN %20 BEHRING (DUSUK TUZ) 100 ML IV INFUZYONLUK COZELTI ICEREN FLAKON,8681624980125,B05AA01,albumin
HUMAN ALBUMIN %20 BERK 100 ML,8699686690029,B05AA01,albumin
HUMAN ALBUMIN %20 BERK 50 ML,8699686690012,B05AA01,albumin
HUMAN ALBUMIN %20 TAKEDA 100 ML IV INFUZYON ICIN COZELTI ICEREN FLAKON ,8681429550110,B05AA01,albumin
HUMATROPE 36 IU (12 MG) LIYOFILIZE TOZ ICEREN KARTUS,8699673795119,H01AC01,somatropin
HUMATROPE 72 IU (24 MG) LIYOFILIZE TOZ ICEREN KARTUS,8699673795126,H01AC01,somatropin
"HUMIRA 20 MG/0,2 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR 2 ADET ENJEKSIYON",8680656080513,L04AB04,adalimumab
"HUMIRA 40 MG/0,4 ML ENJEKSIYONLUK COZELTI
ICEREN KULLANIMA HAZIR ENJEKTOR",8680656080414,L04AB04,adalimumab
"HUMIRA PEN 40 MG/0,4 ML ENJEKSIYONLUK
COZELTI ICEREN KULLANIMA HAZIR KALEM",8680656080421,L04AB04,adalimumab
HUMULIN-M PREFIL 70/30 100 IU/ML 3 ML 5 KARTUS,8699673954172,A10AD01,insulin (human) 
HUMULIN-NPH 100 IU/ML 10 ML 1 FLAKON,8699673774206,A10AC01,insulin (human)
HUMULIN-NPH 100 IU/ML 3 ML 5 KARTUS,8699673954158,A10AC01,insulin (human)
HUMULIN-R 100 IU/ML 10 ML 1 FLAKON,8699673774213,A10AB01,insulin (human)
HUMULIN-R 100 IU/ML 3 ML 5 KARTUS,8699673954165,A10AB01,insulin (human)
H-VAC 20 MCG/ ML IM ERISKIN ENJEKSIYONLUK SUSPANSIYON,8699839960702,J07BC01,"hepatitis B, purified antigen"
HYCAMTIN IV LIYOFILIZE TOZ ICEREN ENJEKTABL FLAKON (4 MG 1 FLAKON),8681428790456,L01CE01,topotecan
HYDREA 500 MG 100 KAPSUL,8699525156679,L01XX05,hydroxycarbamide
HYDROCORT-LIYO 100 MG IM/IV AMPUL,8699828790402,H02AB09,hydrocortisone
HYMNOTEST INTRADERMAL ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU,8683190185119,V01AA,Allergen extracts
HYMNOTEST INTRADERMAL ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU (VESPULA),8683190185140,V01AA,Allergen extracts
HYMNOX 100 MCG/ML ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU (DEVAM),8683190185072,V01AA,Allergen extracts
HYMNOX 100 MCG/ML ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU (DEVAM) VESPULA,8683190185102,V01AA,Allergen extracts
HYMNOX 25 MCG/ML + 100 MCG/ML ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU (BASLANGIC),8683190185034,V01AA,Allergen extracts
HYMNOX 25 MCG/ML + 100 MCG/ML ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU (BASLANGIC) VESPULA,8683190185065,V01AA,Allergen extracts
"HYONAT %0,15 TEK DOZLUK GOZ DAMLASI, COZELTI",8699844611675,S01XA20,artificial tears and other indifferent preparations
HYPERIUM 1 MG 30 TABLET,8699552010524,C02AC06,rilmenidine
HYQVIA 10 G / 100 ML SC KULLANIM ICIN INFUZYONLUK COZELTI ICEREN FLAKON (2 FLAKON),8681429550325,J06BA01,"immunoglobulins,normal human,for extravascular adm."
"HYQVIA 2,5 G / 25 ML SC KULLANIM ICIN INFUZYONLUK COZELTI ICEREN FLAKON (2 FLAKON)",8681429550301,J06BA01,"immunoglobulins,normal human,for extravascular adm."
HYQVIA 5 G /50 ML SC KULLANIM ICIN INFUZYONLUK COZELTI ICEREN FLAKON (2 FLAKON),8681429550318,J06BA01,"immunoglobulins, normal human, for extravascular adm."
HYTRIN 5 MG 30 TABLET,8699548011146,G04CA03,terazosin
"HYZAAR 100/12,5 MG 28 FILM KAPLI TABLET",8683280337213,C09DA01,losartan and diuretics
"HYZAAR 100/12,5 MG 28 FILM KAPLI TABLET",8699636090329,C09DA01,losartan and diuretics
"HYZAAR 50/12,5 MG 28 TABLET",8683280337237,C09DA01,losartan and diuretics
HYZAAR FORT 100 MG/25 MG FİLM KAPLI TABLET (28 TABLET),8683280337251,C09DA01,losartan and diuretics
I.E LAKTATLI RINGER SOLUSYONU 1000 ML(SETLI),8699508690152,B05BB01,electrolytes
I.E LAKTATLI RINGER SOLUSYONU 500 ML(SETLI),8699508690145,B05BB01,electrolytes
I.N.H 100 MG 100 TABLET,8699828010340,J04AC01,isoniazid
I.N.H 300 MG 50 TABLET,8699828010258,J04AC01,isoniazid
IBAMIN D3 150 MG/2800 IU 3 SAŞE,8697927242914,M05BB09,ibandronic acid and colecalciferol 
IBANOS 150 MG 3 FILM TABLET,8699293091813,M05BA06,ibandronic acid
IBANOS 3 MG/3 ML IV ENJEKSIYONLUK COZELTI,8699293751830,M05BA06,ibandronic acid
IBU- 600 MG 20 SALINIM TABLET,8699506030240,M01AE01,ibuprofen
IBU-BABY 60 MG SUPOZITUVAR,8699591890088,M01AE01,ibuprofen
IBUCOLD 100 MG + 15 MG + 1 MG/5 ML SURUP,8680760570153,M01AE51,other cold preparations
IBUFEN 100 MG/5 ML 100 ML PEDIATRIK SURUP,8699548570759,M01AE01,ibuprofen
IBU-FORT 200 MG/5 ML 100 ML SUSPANSIYON,8699591700233,M01AE01,ibuprofen
IBUJEZIK BABY 60 MG SUPOZITUVAR (10 ADET),8680150890021,M01AE01,ibuprofen
IBURAMIN COLD 100 ML SURUP,8699591570331,M01AE51,"ibuprofen, combinations"
IBURAMIN COLD 24 FILM KAPLI TABLET,8699591090099,M01AE51,"ibuprofen, combinations"
IBURAMIN ZERO 100 ML SUSPANSIYON,8699591700240,M01AE51,"ibuprofen, combinations"
IBURAMIN ZERO 24 FILM TABLET,8699591090129,M01AE51,"ibuprofen, combinations"
ICARUS 20 MG AGIZDA DAGILAN FILM (4 SASE),8681735070272,G04BE08,tadalafil
ICATIN 30MG/3ML COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR,8699844951627,B06AC02,icatibant
IDARUB 10 MG IV LIYOFILIZE TOZ ICEREN FLAKON,8699828770541,L01DB06,idarubicin
IDEBEX 45 MG 30 FILM KAPLI TABLET,8680881093579,N06BX13,idebenone
IDEBEX 90 MG 30 FILM KAPLI TABLET,8680881093593,N06BX13,idebenone
IDIA KAN SEKER OLCUM CIHAZ SETI,4260155930171,V07AY,Other non-therapeutic auxiliary products
IDIA KAN SEKER STRIPLERI ( 1KUTU = 50 ADET),4260155930188,V07AY,Other non-therapeutic auxiliary products
IECILLINE 400000 IU 1 FLAKON,8699508270088,J01CE30,combinations
IECILLINE 800000 IU 1 FLAKON,8699508270095,J01CE30,combinations
IEFORAN 1 GR IM/IV 15ML ENJEKTABL FLAKON+4 ML COZUCU AMPUL,8699508270606,J01DD01,cefotaxime
"IESEF IM 0,5 GR 1 FLAKON",8699508270194,J01DD04,ceftriaxone
IESEF IM 1 GR IM 1 FLAKON,8699508270217,J01DD04,ceftriaxone
"IESEF IV 0,5 GR 1 FLAKON",8699508270200,J01DD04,ceftriaxone
IESEF IV 1 GR IV 1 FLAKON,8699508270224,J01DD04,ceftriaxone
IESETUM IM/IV+ERT 500 MG 1 FLAKON,8699508270538,J01DD02,ceftazidime
IESETUM IV/IM 10 ML 1 FLAKON,8699508270545,J01DD02,ceftazidime
IESPOR IM 1 GR 1 FLAKON,8699508270675,J01DB04,cefazolin
IESPOR IM 250 MG 1 AMPUL,8699508270651,J01DB04,cefazolin
IESPOR IM 500 MG 1 AMPUL,8699508270668,J01DB04,cefazolin
IESPOR IV/IM 1 GR 1 FLAKON,8699508270576,J01DB04,cefazolin
IESPOR IV/IM 250 MG 1 FLAKON,8699508270569,J01DB04,cefazolin
IESPOR IV/IM 500 MG 1 FLAKON,8699508270583,J01DB04,cefazolin
"IG VENA 10 G/200 ML IV İNFÜZYON İÇİN ÇÖZELTİ
",8680972009076,J06BA02,"immunoglobulins, normal human, for intravascular adm."
IG VENA 5G/100 ML IV İNFÜZYON İÇİN ÇÖZELTİ,8680972009069,J06BA02,"immunoglobulins, normal human, for intravascular adm."
IGNIS 10 MG 28 TABLET,8699536011554,N05AX12,aripiprazole
IGNIS 15 MG 28 TABLET,8699536011578,N05AX12,aripiprazole
IGNIS 1MG/ML ORAL SOLUSYON 150 ML,8699536650098,N05AX12,aripiprazole
IGNIS 30 MG 28 TABLET,8699536011592,N05AX12,aripiprazole
IGNIS 5 MG 28 TABLET,8699536011615,N05AX12,aripiprazole
IKTU 30MG/3ML COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR,8699715952142,B06AC02,icatibant
ILARIS 150 MG/ML ENJEKSIYONLUK COZELTI ICIN TOZ ICEREN 1 FLAKON,8699504270051,L04AC08,canakinumab
"ILIADIN MERCK %0,025 PEDIATRIK SPREY, COZELTI (10 ML)",8699563546029,R01AA05,oxymetazoline
"ILIADIN MERCK %0,025 DAMLA, COZELTI (10 ML)",8699563604958,R01AA05,oxymetazoline
"ILIADIN MERCK %0,05 DOZAJLI SPREY,COZELTI (10 ML)",8699563544902,R01AA05,oxymetazoline
ILOMEDIN 20 MCG/ML 5 AMPUL,8699546758807,B01AC11,iloprost
ILOPERA 10 MCG/ML NEBULAZYON ICIN COZELTI ICEREN 30 AMPUL,8699783750169,B01AC11,iloprost
ILOPERA 20 MCG/ML IV INF. ICIN COZ. ICEREN 5 AMPUL,8699783750152,B01AC11,iloprost
IMAGLIV 100 MG 120 FILM TABLET,8699511098785,L01EA01,imatinib
IMAGLIV 400 MG 30 FILM TABLET,8699511098792,L01EA01,imatinib
IMATENIL 100 MG 120 KAPSUL,8697934150240,L01EA01,imatinib
IMATENIL 400 MG 30 FILM TABLET,8697934090263,L01EA01,imatinib
IMATENIL 400 MG 30 KAPSUL,8697934150271,L01EA01,imatinib
IMATIS 100 MG 120 FILM TABLET,8699525097910,L01EA01,imatinib
IMATIS 200 MG 60 FILM TABLET,8699525090270,L01EA01,imatinib
IMATIS 400 MG 30 FILM TABLET,8699525097927,L01EA01,imatinib
IMAVEC 100 MG 120 KAPSÜL,8699828150534,L01EA01,imatinib
IMAVEC 400 MG 30 KAPSÜL,8699828150527,L01EA01,imatinib
IMBRUVICA 140 MG SERT KAPSUL (120 KAPSUL),8699593151255,L01EL01,ibrutinib
IMBRUVICA 140 MG SERT KAPSUL (90 KAPSUL),8699593151224,L01EL01,ibrutinib
IME-DC 50 STRIP,4260155930027,V07AY,Other non-therapeutic auxiliary products
IME-DC KAN SEKER CIHAZ SETI,4260155930010,V07AY,Other non-therapeutic auxiliary products
"IME-FINE COMFORT INSULIN KALEMI IGNE UCU 31G (0,25 MM) X 8 MM",6934047991219,V07AY,Other non-therapeutic auxiliary products
"IME-FINE COMFORT INSULIN KALEMI IGNE UCU 32G (0,23 MM) X 4 MM",6934047991189,V07AY,Other non-therapeutic auxiliary products
"IME-FINE COMFORT INSULIN KALEMI IGNE UCU 32G (0,23 MM) X 5 MM",6934047991196,V07AY,Other non-therapeutic auxiliary products
"IME-FINE COMFORT INSULIN KALEMI IGNE UCU 32G (0,23 MM) X 6 MM",6934047991202,V07AY,Other non-therapeutic auxiliary products
IME-FINE UNIVERSAL INSULIN KALEM IGNE UCU 31G 8MM,4260155930119,V07AY,Other non-therapeutic auxiliary products
IME-FINE UNIVERSAL INSULIN KALEMI IGNE UCU 31G 4MM,4260155930164,V07AY,Other non-therapeutic auxiliary products
IME-FINE UNIVERSAL INSULIN KALEMI IGNE UCU 31G 6MM,4260155930126,V07AY,Other non-therapeutic auxiliary products
IME-FINE UNIVERSAL INSULIN KALEMI IGNE UCU 31G-5MM,4260155930324,V07AY,Other non-therapeutic auxiliary products
IMEX 20 GR MERHEM,8699708380075,D06AA04,tetracycline
"IMFINZI 120 MG/2,4 ML INFUZYONLUK COZELTI HAZIRLAMAK ICIN KONSANTRE (1 FLAKON)",8699786770805,L01FF03,"durvalumab
"
IMFINZI 500 MG/10 ML INFUZYONLUK COZELTI HAZIRLAMAK ICIN KONSANTRE (1 FLAKON),8699786770904,L01FF03,"durvalumab
"
IMIDARA %5 KREM,8680186490394,D06BB10,imiquimod
IMIGRAN 100 MG 2 TABLET,8699522092918,N02CC01,sumatriptan
IMIGRAN 50 MG 2 TABLET,8699522092901,N02CC01,sumatriptan
"IMIGRAN SUBJECT 6MG/0,5MG 2 KARTUS + OTOENJEKTOR",8699522952939,N02CC01,sumatriptan
IMMUNINE  600 IU IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550158,B02BD04,coagulation factor ıx
IMMUNINE 1200 IU/10 ML INFUZYONLUK COZELTI ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550165,B02BD04,coagulation factor ıx
IMMUNORHO 300 MIKROGRAM (1500 IU) / 2 ML IM ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8680972009083,J06BB01,anti-d (rh) immunoglobulin
IMMUTECT 10 G/200 ML IV INFUZYONLUK COZELTI (1 FLAKON),8699535980851,J06BA02,"immunoglobulins, normal human, for intravascular adm."
IMMUTECT 5 G/100 ML IV INFUZYONLUK COZELTI (1 FLAKON),8699535980837,J06BA02,"immunoglobulins, normal human, for intravascular adm."
IMNOVID 1 MG 21 SERT KAPSUL,8699538154860,L04AX06,pomalidomide
IMNOVID 2 MG 21 SERT KAPSUL,8699538154877,L04AX06,pomalidomide
IMNOVID 3 MG 21 SERT KAPSUL,8699538154884,L04AX06,pomalidomide
IMNOVID 4 MG 21 SERT KAPSUL,8699538154891,L04AX06,pomalidomide
IMOVANE 7.5 MG FILM KAPLI TABLET (20 TABLET),8699586010231,N05CF01,zopiclone
IMPACT 500 ML,8690632990019,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
IMPACT GLUTAMINE 500 ML,8690632990040,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
IMPACT ORAL RTD KAHVE 237 ML,8690632990552,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
